Snap #	Nsnaps (direction corrected)	Time	Snap direction	Snap bond c.x	Snap bond c.y
6698	5828	453740.583	-1	250.078	66.6843
6699	5829	453742.452	-1	221.6795	68.3043
6700	5830	453746.736	-1	238.3705	82.1903
6701	5831	453747.792	-1	242.003	69.5491
6702	5832	453750.789	-1	243.4315	83.84655
6703	5833	453753.444	-1	254.6545	140.4635
6704	5834	453753.714	-1	243.27	79.9989
6705	5835	453755.577	-1	253.8125	88.56385
6706	5836	453760.659	-1	291.5975	226.9175
6707	5837	453762.351	-1	268.4695	126.3105
6708	5838	453764.22	-1	287.6655	248.9195
6709	5839	453765.984	-1	276.8715	129.9305
6710	5840	453767.226	-1	278.763	133.9795
6711	5839	453770.598	1	263.635	139.8115
6712	5840	453773.763	-1	296.419	284.3605
6713	5839	453774.135	1	305.354	287.284
6714	5840	453781.323	-1	296.2605	251.7285
6715	5841	453782.181	-1	307.9305	245.599
6716	5842	453783.822	-1	294.115	238.468
6717	5843	453785.679	-1	296.451	273.8765
6718	5844	453786.336	-1	250.843	254.0385
6719	5845	453786.378	-1	245.7955	237.2955
6720	5846	453786.387	-1	303.186	261.712
6721	5845	453786.726	1	303.5855	277.9955
6722	5846	453788.823	-1	295.465	278.402
6723	5847	453791.466	-1	251.9115	294.2265
6724	5848	453796.779	-1	163.1375	1739.795
6725	5849	454344.534	-1	438.2815	407.249
6726	5850	455150.526	-1	1205.935	315.3075
6727	5851	455158.314	-1	655.501	974.3755
6728	5852	455160.645	-1	655.979	999.4085
6729	5851	455164.755	1	665.2	998.8335
6730	5852	455236.635	-1	548.752	1035.64
6731	5853	455246.748	-1	495.2085	985.309
6732	5854	455754.972	-1	85.14995	867.5705
6733	5855	455760.27	-1	74.00815	868.6235
6734	5856	455760.636	-1	71.25035	880.286
6735	5857	455767.257	-1	64.6519	826.8215
6736	5858	455768.136	-1	77.41685	843.054
6737	5859	455768.94	-1	77.711	838.443
6738	5860	455781.948	-1	51.11985	881.076
6739	5861	455849.718	-1	1258.805	1200.475
6740	5862	455852.334	-1	1268.09	1209.55
6741	5863	455853.795	-1	1264.16	1199.935
6742	5862	455858.148	1	1241.49	1213.385
6743	5863	455914.557	-1	1278.18	1210.575
6744	5864	455925.027	-1	93.9182	956.451
6745	5865	455926.05	-1	106.2275	933.4195
6746	5866	455926.377	-1	86.8107	952.649
6747	5867	455927.268	-1	97.55865	957.49
6748	5868	455927.97	-1	114.524	929.0105
6749	5869	455928.918	-1	89.8396	955.0275
6750	5870	455931.753	-1	124.256	925.881
6751	5871	455938.713	-1	144.039	977.8915
6752	5872	455945.217	-1	154.978	998.1325
6753	5873	455949.699	-1	102.1125	1023.55
6754	5874	455951.709	-1	134.738	1016.18
6755	5875	455953.572	-1	93.87855	1006.09
6756	5876	455955.924	-1	97.29015	1014.425
6757	5875	455956.395	1	45.7046	1021.595
6758	5876	455961.951	-1	149.867	1101.48
6759	5877	455966.61	-1	157.191	1093.58
6760	5878	455973.207	-1	173.7185	1122.855
6761	5879	455976.954	-1	162.943	1142.755
6762	5880	455978.55	-1	95.4959	1072.845
6763	5881	455978.601	-1	137.809	1156.32
6764	5882	455979.639	-1	93.564	1062.215
6765	5883	455979.684	-1	165.6095	1072.965
6766	5884	455981.514	-1	158.1855	1134.13
6767	5885	455982.099	-1	108.2035	1131.36
6768	5886	455983.62	-1	178.292	1081.18
6769	5887	455987.172	-1	181.2295	1092.44
6770	5888	455989.095	-1	158.199	1104.855
6771	5889	455990.469	-1	167.0685	1087.64
6772	5890	455996.862	-1	164.2895	1123.97
6773	5891	455998.347	-1	207.2655	1110.36
6774	5892	456003.852	-1	169.334	1166.86
6775	5893	456053.202	-1	74.64675	942.7075
6776	5894	456069.504	-1	54.6831	930.0405
6777	5895	456073.269	-1	99.8899	1041.63
6778	5896	456074.718	-1	48.26395	913.915
6779	5897	456087.969	-1	44.59925	867.425
6780	5898	456177.405	-1	305.172	1160.42
6781	5899	456603.648	-1	454.8435	1445.59
6782	5898	456604.965	1	463.2385	1446.27
6783	5899	456859.035	-1	371.3	837.627
6784	5900	456863.505	-1	341.5305	819.4825
6785	5901	456864.423	-1	363.859	827.076
6786	5902	456887.175	-1	1563.31	1378.855
6787	5903	456891.549	-1	1570.55	1380.35
6788	5904	456892.077	-1	1559.725	1382.355
6789	5905	456897.285	-1	1579.535	1371.465
6790	5906	456898.578	-1	1577.78	1374.55
6791	5907	456900.348	-1	42.71195	684.1415
6792	5908	456914.337	-1	42.81575	697.9935
6793	5909	456931.113	-1	1511.855	1449.605
6794	5910	456933.57	-1	1500.89	1447.04
6795	5911	456936.27	-1	1501.02	1436.505
6796	5912	456937.038	-1	1484.59	1462.655
6797	5913	456938.214	-1	1475.385	1463.63
6798	5914	456943.137	-1	1494.945	1458.58
6799	5915	456946.287	-1	1513.155	1453.945
6800	5916	457011.876	-1	1406.7	1400.295
6801	5917	457017.258	-1	1416.855	1375.275
6802	5918	457017.588	-1	1412.61	1389.785
6803	5919	457018.008	-1	1401.205	1389.735
6804	5918	457033.593	1	1325.1	1333.79
6805	5919	457034.298	-1	1331.35	1307.96
6806	5920	457035.879	-1	1319.505	1292.605
6807	5921	457036.299	-1	1333.19	1297.6
6808	5922	457043.292	-1	1315.64	1290.75
6809	5921	457045.653	1	1289.665	1302.645
6810	5922	457049.457	-1	1289.24	1272.675
6811	5923	457053.135	-1	1288.13	1261.435
6812	5924	457056.897	-1	1312.275	1276.515
6813	5925	457058.256	-1	1330.24	1273.98
6814	5926	457058.88	-1	1263.39	1245.24
6815	5927	457060.338	-1	1258.345	1235.4
6816	5928	457061.757	-1	1259.52	1278.66
6817	5929	457063.413	-1	1269.945	1280.56
6818	5930	457070.106	-1	1275.435	1265.48
6819	5931	457073.523	-1	1249.395	1209.08
6820	5930	457076.4	1	1225.785	1223.09
6821	5931	457079.097	-1	1218.905	1216.45
6822	5932	457080.222	-1	1288.35	1266.915
6823	5933	457083.57	-1	1205.02	1218.945
6824	5934	457087.176	-1	1276.415	1074.79
6825	5935	457087.86	-1	1156.29	1210.085
6826	5936	457087.902	-1	1384.755	1060.055
6827	5935	457087.962	1	1256.295	1204.695
6828	5936	457089.483	-1	1200.31	1215.995
6829	5937	457091.403	-1	1148.01	1211.875
6830	5938	457091.898	-1	1140.81	1207.76
6831	5939	457094.223	-1	1183.83	1229.115
6832	5940	457095.447	-1	1175.575	1210.365
6833	5941	457115.472	-1	1283.49	1199.55
6834	5942	457120.959	-1	1284	1225.275
6835	5943	457121.76	-1	1054.895	1083.745
6836	5944	457123.359	-1	1286.49	1194.55
6837	5945	457123.71	-1	1282.485	1215.2
6838	5946	457124.418	-1	1052.03	1080.64
6839	5945	457126.692	1	1058.055	1075.655
6840	5946	457135.866	-1	1178.515	1255.41
6841	5947	457141.725	-1	1402.985	1008.97
6842	5948	457145.07	-1	1407.525	1005.63
6843	5949	457159.683	-1	9.78393	616.433
6844	5950	457161.978	-1	1380.335	962.8705
6845	5951	457164.087	-1	1386.43	956.469
6846	5950	457169.112	1	1376.545	967.549
6847	5951	457173.207	-1	1402.525	997.9965
6848	5952	457173.594	-1	1398	990.0725
6849	5953	457176.075	-1	1383	950.6245
6850	5954	457176.417	-1	1343.05	977.8525
6851	5955	457177.779	-1	1386.025	1002.3485
6852	5956	457179.732	-1	1378.83	1004.03
6853	5957	457180.2	-1	1375.59	956.025
6854	5958	457180.659	-1	1366.565	1005.395
6855	5959	457181.907	-1	1373.71	1017.235
6856	5958	457183.209	1	1346.3	1006.485
6857	5959	457183.473	-1	1364.575	1027.535
6858	5960	457188.099	-1	1346.445	1006.465
6859	5961	457190.577	-1	1353.95	1027.375
6860	5962	457190.73	-1	1334.665	1025.835
6861	5963	457192.389	-1	1337.09	1016.365
6862	5964	457193.88	-1	1330.59	1036.975
6863	5965	457199.403	-1	1254.37	1028.37
6864	5966	457199.847	-1	1173.625	1206.535
6865	5967	457201.668	-1	21.5138	513.9235
6866	5968	457205.202	-1	1252.32	1018.705
6867	5967	457206.768	1	1231.475	1032.76
6868	5966	457207.836	1	1237.345	1045.12
6869	5967	457213.791	-1	1107.33	1225.095
6870	5968	457213.797	-1	1227.41	1079.665
6871	5969	457278.465	-1	1272.875	1277.155
6872	5968	457280.052	1	1264.185	1275.995
6873	5969	457408.794	-1	1191.635	13.1702
6874	5970	457450.605	-1	1214.015	27.02225
6875	5971	457454.031	-1	1207.58	34.79925
6876	5970	457456.011	1	1214.41	39.7001
6877	5969	457459.383	1	1162.755	39.6898
6878	5970	457473.735	-1	1136.04	46.46975
6879	5971	457474.347	-1	1146.72	40.2726
6880	5970	457476.177	1	1176.69	41.74225
6881	5971	457479.375	-1	1124.215	43.7253
6882	5972	457480.233	-1	1109.515	28.89515
6883	5973	457483.251	-1	1124.335	57.21265
6884	5974	457485.414	-1	1120.035	65.6892
6885	5975	457486.962	-1	1369.005	1148.22
6886	5976	457487.172	-1	1121.235	75.584
6887	5977	457496.424	-1	1099.15	82.71135
6888	5978	457497.003	-1	1041.12	161.922
6889	5979	457497.306	-1	1098.425	93.81885
6890	5980	457497.57	-1	1042.35	157.895
6891	5981	457513.065	-1	1046.945	148.775
6892	5982	457513.473	-1	1070.905	138.7245
6893	5983	457515.567	-1	1053.31	143.348
6894	5984	457517.199	-1	1059.265	118.818
6895	5983	457519.602	1	1050.36	117.633
6896	5984	457520.82	-1	1047.195	182.2945
6897	5985	457526.031	-1	1046.535	204.9165
6898	5986	457529.169	-1	1038.685	213.8525
6899	5987	457537.806	-1	1051.945	192.444
6900	5988	457537.89	-1	1052.56	182.4175
6901	5989	457544.559	-1	1007.71	197.176
6902	5990	457550.529	-1	1050.735	178.6205
6903	5991	457590.69	-1	807.6285	1112.025
6904	5992	457598.943	-1	813.9565	1101.85
6905	5993	457599.429	-1	853.6215	1130.145
6906	5994	457600.476	-1	841.881	1129.455
6907	5995	457604.037	-1	820.89	1109.43
6908	5996	457604.106	-1	863.478	1113.525
6909	5997	457606.773	-1	825.189	1060.84
6910	5998	457608.201	-1	859.778	1115.87
6911	5999	457611.849	-1	879.3065	1091.045
6912	6000	457614.246	-1	869.495	1106.39
6913	6001	457616.616	-1	880.13	1109.385
6914	6002	457617.207	-1	844.4745	1267.965
6915	6003	457619.376	-1	899.2735	1100.03
6916	6004	457622.898	-1	842.4675	1277.615
6917	6005	457625.553	-1	854.6395	1291.9
6918	6004	457626.033	1	862.2385	1295.87
6919	6005	457627.113	-1	843.993	1286.635
6920	6004	457631.091	1	847.071	1271.65
6921	6005	457631.901	-1	834.462	1317.61
6922	6006	457634.424	-1	802.091	1045.335
6923	6007	457698.045	-1	908.2925	1064.28
6924	6008	457698.894	-1	896.226	1069.79
6925	6009	457702.869	-1	1131.215	296.677
6926	6010	457705.179	-1	1143.545	296.5075
6927	6011	458189.739	-1	227.4535	1162.03
6928	6012	458382.696	-1	358.672	1166.375
6929	6013	458387.286	-1	1644.33	591.1635
6930	6014	458387.343	-1	379.3915	1166.35
6931	6015	458388.615	-1	387.8305	1173.5
6932	6016	458390.076	-1	1647.68	592.4225
6933	6017	458390.508	-1	1652.015	594.016
6934	6018	458391.15	-1	377.2325	1189.76
6935	6019	458391.273	-1	417.3295	1182.245
6936	6020	458392.428	-1	1657.305	596.6645
6937	6021	458393.331	-1	1630.88	590.5265
6938	6022	458397.327	-1	1619.8	591.532
6939	6023	458399.094	-1	1651.31	668.973
6940	6022	458400.414	1	1622.08	654.6175
6941	6023	458403.549	-1	1746.35	989.921
6942	6024	458404.671	-1	1729.94	986.6495
6943	6025	458406.819	-1	1720.72	994.722
6944	6026	458407.617	-1	1769.23	993.7905
6945	6027	458409.528	-1	1791.145	985.4385
6946	6028	458409.639	-1	1706.415	995.8565
6947	6029	458410.494	-1	1766.33	981.7445
6948	6030	458410.821	-1	1782.815	994.3115
6949	6031	458411.895	-1	1779.38	976.828
6950	6032	458413.035	-1	1753.13	982.847
6951	6033	458413.449	-1	1764.865	976.1805
6952	6034	458414.763	-1	1782.55	974.5545
6953	6035	458416.962	-1	1773.805	978.1605
6954	6036	458440.446	-1	1547.35	594.43
6955	6037	458442.537	-1	1550.24	596.6605
6956	6038	458444.22	-1	1543.92	590.207
6957	6039	458444.718	-1	1554.14	568.216
6958	6040	458445.792	-1	1543.835	577.694
6959	6041	458447.163	-1	1526	570.1955
6960	6042	458449.254	-1	1530.89	588.639
6961	6043	458460.945	-1	1576.52	595.634
6962	6044	458461.134	-1	1573.265	585.211
6963	6045	458566.974	-1	1468.845	639.8545
6964	6046	458587.482	-1	1025.37	101.6535
6965	6047	458664.597	-1	1661.435	979.5915
6966	6048	458665.548	-1	1647.68	977.8525
6967	6049	458666.766	-1	1672.285	985.1635
6968	6050	458676.429	-1	1699.89	947.0555
6969	6051	458680.707	-1	1698.265	939.589
6970	6052	458682.321	-1	1734.54	977.484
6971	6053	458683.083	-1	1706.195	961.5795
6972	6054	458683.941	-1	1701.075	958.1375
6973	6055	458684.487	-1	1743.355	980.094
6974	6056	458690.247	-1	1713.33	984.777
6975	6057	458693.439	-1	1724.165	986.955
6976	6058	458694.855	-1	1482.315	625.4975
6977	6059	458695.446	-1	1731.33	997.013
6978	6060	458696.724	-1	1724.285	967.3125
6979	6061	458702.916	-1	1721.57	962.38
6980	6062	458703.891	-1	1682.7	982.163
6981	6063	458707.023	-1	1737.865	986.895
6982	6064	458708.907	-1	1725.735	995.358
6983	6065	458712.03	-1	1449.22	630.3475
6984	6066	458712.117	-1	1694.345	979.011
6985	6067	458716.827	-1	1490.55	716.9055
6986	6068	458717.529	-1	1482.45	638.5735
6987	6069	458719.341	-1	1478.685	629.65
6988	6070	458720.517	-1	1486.615	621.9845
6989	6071	458722.359	-1	1496.495	643.0115
6990	6072	458722.392	-1	1478.585	651.7225
6991	6073	458727.966	-1	1697.265	963.375
6992	6074	458729.373	-1	1650.065	1025.57
6993	6075	458731.29	-1	1442.305	652.9315
6994	6074	458731.404	1	1667.14	981.978
6995	6075	458733.384	-1	1429.89	654.3875
6996	6074	458733.591	1	1468.955	751.843
6997	6075	458735.349	-1	1433.44	649.531
6998	6076	458737.068	-1	1485.385	795.5305
6999	6077	458739.888	-1	1475.4	800.807
7000	6078	458741.769	-1	1492.265	788.164
7001	6079	458742.177	-1	1466.435	786.3185
7002	6080	458743.596	-1	1490.41	802.5085
7003	6081	458748.372	-1	1488.19	782.168
7004	6082	458749.257	-1	1461.58	759.8665
7005	6083	458751.213	-1	1470.245	767.165
7006	6084	458751.309	-1	1453.625	749.3365
7007	6085	458757.237	-1	1473.45	805.8475
7008	6086	458759.043	-1	1426.11	791.8775
7009	6087	458759.802	-1	1472.755	717.9535
7010	6088	458760.498	-1	1474.47	810.105
7011	6089	458760.861	-1	1477.91	762.2215
7012	6090	458761.569	-1	1521.225	609.273
7013	6089	458761.776	1	1466.11	809.9925
7014	6090	458762.802	-1	1461.68	771.6335
7015	6089	458763.762	1	1430.785	797.412
7016	6090	458765.526	-1	1479.12	776.9755
7017	6091	458767.644	-1	1485.175	755.3145
7018	6092	458769.174	-1	1510.93	610.434
7019	6093	458769.687	-1	1563.6	815.8665
7020	6094	458770.866	-1	1425.325	812.839
7021	6095	458771.565	-1	1490.9	745.0685
7022	6096	458773.128	-1	1416.28	860.289
7023	6097	458773.887	-1	1455.375	822.7425
7024	6098	458774.415	-1	1559.955	813.6085
7025	6099	458777.157	-1	1425.22	875.966
7026	6100	458777.43	-1	1414.535	854.928
7027	6101	458777.916	-1	1411.595	850.032
7028	6102	458777.982	-1	1420.58	884.627
7029	6103	458778.474	-1	1489.73	720.788
7030	6104	458779.218	-1	1420.91	840.986
7031	6105	458780.016	-1	1465.565	823.536
7032	6106	458783.517	-1	1422.94	826.3205
7033	6107	458784.285	-1	1419.14	829.9805
7034	6108	458784.663	-1	1434.745	820.438
7035	6109	458788.293	-1	1401.435	820.072
7036	6110	458802.489	-1	1432.2	902.7095
7037	6111	458803.446	-1	1421.405	903.187
7038	6112	458805.657	-1	1426.28	892.414
7039	6113	458806.818	-1	1429.73	908.9375
7040	6114	458807.016	-1	1691.42	42.5065
7041	6115	458811.435	-1	1654.885	912.0455
7042	6116	458812.185	-1	1711.47	54.82625
7043	6117	458812.635	-1	1699.025	47.81385
7044	6118	458816.721	-1	1648.66	901.019
7045	6117	458818.17	1	1789.31	17.48665
7046	6118	458818.698	-1	1639.87	904.0385
7047	6117	458819.847	1	1657.515	878.738
7048	6118	458820.33	-1	1635.905	901.647
7049	6119	458823.441	-1	1656.375	947.347
7050	6120	458824.821	-1	1650.26	82.9232
7051	6121	458830.236	-1	1590.52	915.9855
7052	6122	458830.371	-1	1662.81	90.46295
7053	6123	458833.935	-1	1547.375	835.752
7054	6124	458834.469	-1	1609.02	978.039
7055	6125	458835.267	-1	1672.28	88.7598
7056	6126	458836.593	-1	1604.71	998.198
7057	6127	458836.938	-1	1553.395	823.603
7058	6128	458840.223	-1	1572.535	828.0155
7059	6129	458841.957	-1	1245.09	749.096
7060	6130	458845.182	-1	1609.845	969.428
7061	6129	458845.917	1	1649.74	1024.71
7062	6128	458847.261	1	1576.305	877.0165
7063	6129	458852.625	-1	1702.83	11.38616
7064	6130	458854.998	-1	1586.115	118.273
7065	6131	458855.016	-1	1583.765	863.669
7066	6132	458857.77	-1	1647.66	541.4065
7067	6133	458857.833	-1	1593.74	866.2445
7068	6134	458859.423	-1	1582.705	98.19845
7069	6135	458860.233	-1	1581.96	860.223
7070	6136	458860.635	-1	1579.865	855.3155
7071	6137	458862.567	-1	1646.755	536.4315
7072	6138	458872.071	-1	1319.735	870.4365
7073	6139	458876.202	-1	1315.605	862.152
7074	6140	458877.372	-1	1435.135	1126.265
7075	6141	458879.223	-1	1738.98	373.296
7076	6142	458881.215	-1	1297.575	888.1495
7077	6143	458895.069	-1	1723.11	388.2425
7078	6144	458899.212	-1	1560.935	1334.235
7079	6145	458906.742	-1	1232.09	941.0015
7080	6146	458992.164	-1	1211.155	1428.6
7081	6147	458993.247	-1	1217.405	1440.66
7082	6148	459001.251	-1	1226.835	1441.935
7083	6149	459013.707	-1	317.153	1099.69
7084	6150	459018.738	-1	707.0975	875.4285
7085	6151	459034.101	-1	716.982	885.2535
7086	6152	459087.063	-1	1218.82	1662.875
7087	6153	459092.445	-1	1234.5	1665.795
7088	6154	459190.791	-1	372.216	890.6485
7089	6155	459199.476	-1	365.5035	910.505
7090	6156	459207.693	-1	374.0345	917.902
7091	6157	459208.545	-1	339.529	937.7485
7092	6158	459210.189	-1	351.659	941.279
7093	6159	459210.693	-1	347.6675	943.8285
7094	6160	459211.107	-1	335.109	937.056
7095	6161	459218.007	-1	382.223	946.772
7096	6162	459244.071	-1	232.225	822.1185
7097	6163	459276.726	-1	912.0375	1076.185
7098	6164	459284.718	-1	397.5105	774.8245
7099	6165	459287.043	-1	397.6825	785.9365
7100	6166	459290.76	-1	417.9355	773.31
7101	6167	459291.168	-1	427.1505	777.264
7102	6168	459297.612	-1	438.394	753.5045
7103	6169	459300.192	-1	434.431	773.6135
7104	6170	459302.412	-1	439.0865	761.066
7105	6171	459303.732	-1	462.3855	731.165
7106	6172	459304.206	-1	438.376	769.9525
7107	6173	459305.016	-1	456.1035	745.1985
7108	6174	459305.187	-1	447.787	855.9795
7109	6173	459313.428	1	525.179	739.4035
7110	6174	459462.393	-1	735.4625	1024.52
7111	6175	459504.858	-1	1647.185	483.334
7112	6176	459507.444	-1	1651.455	470.038
7113	6177	459508.065	-1	1636.28	487.754
7114	6178	459516.549	-1	1603.05	502.58
7115	6179	459518.487	-1	1596.055	492.2715
7116	6180	459520.008	-1	1612.815	503.949
7117	6181	459520.218	-1	1610.415	490.461
7118	6182	459530.067	-1	1646.705	472.3955
7119	6183	459561.453	-1	301.9585	1043.78
7120	6184	459563.196	-1	292.624	1042.16
7121	6185	459564.588	-1	307.5175	1045.355
7122	6186	459567.774	-1	1605.48	558.915
7123	6187	459567.906	-1	310.18	1079.77
7124	6188	459568.263	-1	286.002	1049.235
7125	6189	459568.857	-1	279.928	1037.33
7126	6190	459570.552	-1	326.095	1067.57
7127	6191	459571.221	-1	310.2655	1053.785
7128	6192	459571.668	-1	349.1125	1012.13
7129	6193	459572.562	-1	1609.12	541.561
7130	6194	459574.365	-1	362.0315	940.597
7131	6193	459574.71	1	373.9565	918.095
7132	6194	459575.187	-1	267.8775	1065.795
7133	6195	459576.252	-1	1604.505	539.2125
7134	6196	459576.78	-1	357.212	940.428
7135	6197	459576.864	-1	282.1935	1027.78
7136	6198	459577.815	-1	365.2415	923.88
7137	6199	459580.239	-1	385.6245	920.622
7138	6200	459580.86	-1	382.771	940.46
7139	6201	459582.945	-1	377.247	918.184
7140	6202	459583.395	-1	252.7675	1039.19
7141	6203	459583.422	-1	1613.925	543.768
7142	6204	459583.839	-1	412.0625	913.3815
7143	6203	459585.885	1	244.6175	1042.1
7144	6204	459586.281	-1	1500.675	620.3095
7145	6205	459586.95	-1	404.053	917.9505
7146	6206	459589.617	-1	1490.755	618.195
7147	6207	459591.159	-1	420.6915	900.7085
7148	6208	459593.493	-1	1504.32	619.225
7149	6207	459593.793	1	1496.045	642.673
7150	6208	459593.88	-1	423.2705	903.316
7151	6209	459594.801	-1	345.1465	971.53
7152	6210	459596.22	-1	419.741	891.921
7153	6211	459598.101	-1	454.398	903.3645
7154	6212	459598.146	-1	435.4485	896.781
7155	6211	459599.319	1	357.279	983.7115
7156	6212	459599.403	-1	452.516	870.443
7157	6213	459599.541	-1	439.614	895.841
7158	6212	459599.874	1	1507.32	610.867
7159	6213	459602.229	-1	374.577	927.467
7160	6214	459604.095	-1	443.723	896.052
7161	6215	459604.746	-1	447.6575	895.1305
7162	6216	459604.947	-1	357.691	1012.715
7163	6217	459606.522	-1	368.437	936.5125
7164	6216	459606.651	1	419.669	891.908
7165	6217	459606.798	-1	367.092	1021.855
7166	6218	459607.143	-1	411.008	890.4535
7167	6219	459607.299	-1	448.7545	882.596
7168	6220	459607.527	-1	231.4275	1059.12
7169	6221	459608.424	-1	414.518	888.061
7170	6222	459610.161	-1	232.2645	1071.225
7171	6223	459610.563	-1	229.0135	1062.285
7172	6224	459612.837	-1	272.0945	1060.115
7173	6223	459615.657	1	177.3435	1047.375
7174	6224	459617.211	-1	278.7455	1053.225
7175	6223	459620.826	1	276.024	1044.89
7176	6224	459621.063	-1	1451.645	835.0865
7177	6225	459621.072	-1	346.85	847.6565
7178	6226	459623.466	-1	263.1305	1066.575
7179	6227	459624.036	-1	167.218	1041.05
7180	6228	459624.141	-1	188.1845	1088.34
7181	6229	459626.001	-1	237.6635	1035.215
7182	6230	459626.169	-1	1459.37	807.462
7183	6231	459627.309	-1	196.497	1083.32
7184	6232	459627.966	-1	1461.715	797.205
7185	6233	459631.452	-1	166.9125	1045.085
7186	6234	459636.129	-1	1472.37	786.306
7187	6235	459637.002	-1	248.6595	1038.08
7188	6236	459638.151	-1	1470.41	789.4875
7189	6237	459638.226	-1	1468.6	793.2935
7190	6236	459639.123	1	244.588	1020.97
7191	6237	459642.516	-1	192.4115	1041.3
7192	6238	459643.341	-1	527.3595	681.6105
7193	6239	459643.443	-1	657.0615	855.02
7194	6240	459644.43	-1	209.2675	1057.5
7195	6241	459649.173	-1	1366.335	793.7275
7196	6242	459649.398	-1	1363	806.659
7197	6243	459651.657	-1	1354.075	795.567
7198	6244	459656.967	-1	1369.56	781.586
7199	6245	459657.228	-1	1370.14	761.816
7200	6246	459657.24	-1	223.357	1383.095
7201	6247	459657.627	-1	439.088	745.538
7202	6248	459658.185	-1	1349.995	783.967
7203	6249	459660.648	-1	1360.855	786.6465
7204	6250	459660.879	-1	1340.315	791.844
7205	6251	459661.404	-1	436.1635	735.7595
7206	6252	459661.977	-1	1336.22	790.0985
7207	6251	459662.505	1	439.183	857.2265
7208	6252	459662.763	-1	1369.825	777.535
7209	6253	459662.862	-1	1333.01	787.0445
7210	6254	459663.984	-1	441.376	875.274
7211	6255	459665.454	-1	437.3455	706.2655
7212	6256	459666.885	-1	417.3515	690.3965
7213	6257	459667.497	-1	1363.01	694.5435
7214	6258	459667.659	-1	429.518	718.9865
7215	6259	459667.716	-1	1369.885	823.9595
7216	6260	459669.594	-1	433.457	726.4515
7217	6261	459672.477	-1	1299.155	683.6175
7218	6262	459673.287	-1	1369.705	815.178
7219	6263	459673.482	-1	1369.675	837.0865
7220	6264	459673.839	-1	383.2975	724.723
7221	6265	459675.042	-1	1301.705	671.9865
7222	6266	459676.134	-1	1369.295	807.36
7223	6265	459676.575	1	1308.61	665.5745
7224	6264	459681.3	1	1348.7	673.001
7225	6265	459682.53	-1	1373.08	787.6775
7226	6266	459682.677	-1	371.1705	719.9135
7227	6267	459683.181	-1	370.8045	645.5885
7228	6268	459684.501	-1	374.922	652.788
7229	6269	459685.839	-1	1377.23	789.6765
7230	6270	459686.091	-1	1333.08	673.9515
7231	6271	459691.185	-1	421.9755	676.38
7232	6272	459694.86	-1	424.8525	697.6785
7233	6271	459697.14	1	415.229	710.645
7234	6272	459697.719	-1	456.2485	706.8725
7235	6273	459698.169	-1	367.5265	623.443
7236	6274	459698.739	-1	441.758	708.9
7237	6273	459699.102	1	368.9645	647.977
7238	6274	459700.014	-1	313.5475	1011.64
7239	6275	459700.869	-1	389.1335	822.183
7240	6276	459702.513	-1	457.6265	692.8705
7241	6277	459704.025	-1	494.395	711.4415
7242	6278	459704.367	-1	373.287	583.981
7243	6279	459705.945	-1	406.103	658.496
7244	6280	459706.275	-1	415.1005	668.5575
7245	6281	459706.347	-1	384.1275	580.3625
7246	6282	459707.424	-1	409.167	600.4075
7247	6283	459711.552	-1	476.0235	1189.335
7248	6284	459717.921	-1	459.604	565.128
7249	6283	459720.027	1	463.3775	572.195
7250	6284	459720.144	-1	458.9305	1186.525
7251	6285	459721.308	-1	473.461	1186.195
7252	6286	459722.058	-1	475.735	1198.705
7253	6287	459723.309	-1	1193.395	806.5525
7254	6288	459723.597	-1	469.8285	1208.57
7255	6289	459724.248	-1	472.795	557.245
7256	6290	459725.004	-1	481.2405	550.879
7257	6291	459726.906	-1	486.061	543.157
7258	6292	459727.203	-1	486.8195	538.101
7259	6293	459727.458	-1	477.3105	581.522
7260	6292	459728.787	1	1789.845	801.629
7261	6293	459730.038	-1	479.3245	530.748
7262	6294	459734.115	-1	1774.075	782.659
7263	6295	459735.249	-1	1782.47	775.4735
7264	6296	459737.85	-1	1772.21	794.1085
7265	6295	459737.949	1	1762.87	795.5115
7266	6296	459750.417	-1	754.4455	1020.865
7267	6297	459801.126	-1	497.364	617.3375
7268	6298	459801.927	-1	482.8565	626.4085
7269	6299	459804.327	-1	475.6625	647.9125
7270	6300	459804.669	-1	1379.92	560.927
7271	6301	459805.377	-1	493.022	631.1725
7272	6302	459807.915	-1	468.7495	655.5145
7273	6303	459809.226	-1	496.3155	633.1135
7274	6304	459811.671	-1	464.984	665.3145
7275	6303	459811.917	1	494.112	711.139
7276	6304	459812.451	-1	1387.395	543.6035
7277	6305	459812.709	-1	503.896	630.252
7278	6306	459813.048	-1	1392.28	507.8255
7279	6307	459814.98	-1	1392.88	526.972
7280	6308	459815.229	-1	512.1735	626.4825
7281	6309	459815.613	-1	451.3985	692.4535
7282	6310	459815.949	-1	462.856	684.6725
7283	6311	459816.24	-1	516.857	627.8325
7284	6312	459817.26	-1	1380.335	542.663
7285	6313	459817.338	-1	1392.655	516.0295
7286	6314	459817.878	-1	524.9445	630.222
7287	6315	459818.208	-1	458.195	679.268
7288	6316	459819.108	-1	1379.1	532.1335
7289	6315	459820.02	1	466.56	677.92
7290	6314	459820.377	1	526.453	681.368
7291	6315	459822.537	-1	551.6755	635.341
7292	6316	459822.54	-1	560.0985	640.654
7293	6317	459823.404	-1	509.278	604.8485
