Swap #	Nswaps (direction corrected)	Timestep	Time	dTime	TimeRatio	Swap direction	X size	Y size	Surface area	-dS	-dS/S0	OLD Subavalanche #	OLD Subavalanche start	Subavalanche #	Subavalanche start	Subavalanche end	Swap bond c.x	Swap bond c.y	Swap bond c.z	Distance to previous swap	Distance to prev assoc swap	Atom1	Atom2
2873	2625	656155205	1968165.615	2.640	1.00000134	1	1824.500	1821.760	3323801.12000	141916.88540	0.04094877	172		796		796	1070.05000	1648.40000	0.00000	8.00856	8.00856	39056	39639
2874	2626	656566210	1969398.630	1233.015	1.00062648	-1	1824.460	1821.740	3323691.76040	142026.24500	0.04098032	173	173	797	797	797	558.70950	1760.89000	0.00000	523.56767	523.56767	24039	27883
2875	2627	670527123	2011281.369	41882.739	1.02126677	-1	1824.470	1821.740	3323709.97780	142008.02760	0.04097507	174	174	798	798		925.11450	672.17700	0.00000	1148.71607	1148.71607	17191	19782
2876	2626	670528133	2011284.399	3.030	1.00000151	1	1824.470	1821.740	3323709.97780	142008.02760	0.04097507	174		798			937.89850	668.32400	0.00000	13.35201	13.35201	10543	16400
2877	2627	670528260	2011284.780	0.381	1.00000019	-1	1824.460	1821.740	3323691.76040	142026.24500	0.04098032	174		798			938.55800	690.22150	0.00000	21.90743	21.90743	17597	18449
2878	2628	670528665	2011285.995	1.215	1.00000060	-1	1824.460	1821.740	3323691.76040	142026.24500	0.04098032	174		798			925.22200	676.29950	0.00000	19.27877	4.12390	12299	17191
2879	2627	670530185	2011290.555	4.560	1.00000227	1	1824.470	1821.750	3323728.22250	141989.78290	0.04096980	174		798		798	907.47800	713.66550	0.00000	41.36505	38.93055	8253	9744
2880	2628	675549724	2026349.172	15058.617	1.00748704	-1	1824.450	1821.750	3323691.78750	142026.21790	0.04098032	175	175	799	799		70.57215	176.22300	0.00000	994.61341	994.61341	2356	9090
2881	2629	675550784	2026352.352	3.180	1.00000157	-1	1824.440	1821.750	3323673.57000	142044.43540	0.04098557	175		799			81.85035	178.03400	0.00000	11.42268	11.42268	1527	9609
2882	2630	675552147	2026356.441	4.089	1.00000202	-1	1824.450	1821.740	3323673.54300	142044.46240	0.04098558	175		799			104.16200	178.85650	0.00000	22.32681	22.32681	5128	6528
2883	2631	675553155	2026359.465	3.024	1.00000149	-1	1824.450	1821.740	3323673.54300	142044.46240	0.04098558	175		799			105.31900	168.42800	0.00000	10.49249	10.49249	2383	7889
2884	2632	675553525	2026360.575	1.110	1.00000055	-1	1824.450	1821.750	3323691.78750	142026.21790	0.04098032	175		799			104.80800	164.53450	0.00000	3.92689	3.92689	4374	7889
2885	2633	675556051	2026368.153	7.578	1.00000374	-1	1824.460	1821.750	3323710.00500	142008.00040	0.04097506	175		799		799	92.43575	118.46600	0.00000	47.70094	47.70094	763	9759
2886	2634	675602777	2026508.331	140.178	1.00006918	-1	1824.440	1821.750	3323673.57000	142044.43540	0.04098557	176	176	800	800		91.51310	209.62250	0.00000	91.16117	91.16117	4212	9369
2887	2635	675603615	2026510.845	2.514	1.00000124	-1	1824.440	1821.750	3323673.57000	142044.43540	0.04098557	176		800			92.49490	213.67600	0.00000	4.17071	4.17071	4212	4579
2888	2636	675604228	2026512.684	1.839	1.00000091	-1	1824.440	1821.740	3323655.32560	142062.67980	0.04099084	176		800		800	116.93900	195.58900	0.00000	30.40812	29.04162	1596	7457
2889	2637	675619389	2026558.167	45.483	1.00002244	-1	1824.450	1821.740	3323673.54300	142044.46240	0.04098558	177	177	801	801	801	97.32220	188.22500	0.00000	20.95346	20.95346	6993	7844
2890	2638	675908560	2027425.680	867.513	1.00042807	-1	1824.380	1821.700	3323473.04600	142244.95940	0.04104343	178	178	802	802	802	91.54380	396.69050	0.00000	208.54557	208.54557	7629	8807
2891	2639	675913789	2027441.367	15.687	1.00000774	-1	1824.380	1821.710	3323491.28980	142226.71560	0.04103817	178		803	803		127.47050	395.28400	0.00000	35.95422	35.95422	231	4423
2892	2640	675914056	2027442.168	0.801	1.00000040	-1	1824.380	1821.700	3323473.04600	142244.95940	0.04104343	178		803		803	130.89700	396.37000	0.00000	3.59448	3.59448	231	261
2893	2641	678822496	2036167.488	8725.320	1.00430361	-1	1824.340	1821.700	3323400.17800	142317.82740	0.04106446	179	179	804	804	804	480.27600	1201.20000	0.00000	877.39217	877.39217	27468	28531
2894	2642	684067268	2051901.804	15734.316	1.00772742	-1	1824.350	1821.690	3323400.15150	142317.85390	0.04106446	180	180	805	805		200.34800	36.98355	0.00000	1197.39702	1197.39702	17	1564
2895	2643	684069271	2051907.813	6.009	1.00000293	-1	1824.340	1821.690	3323381.93460	142336.07080	0.04106972	180		805			208.85800	22.18675	0.00000	17.06943	17.06943	189	1024
2896	2644	684071709	2051915.127	7.314	1.00000356	-1	1824.350	1821.680	3323381.90800	142336.09740	0.04106973	180		805		805	284.79750	26.50445	0.00000	76.06215	76.06215	81	1426
2897	2645	690549403	2071348.209	19433.082	1.00947070	-1	1824.350	1821.670	3323363.66450	142354.34090	0.04107499	181	181	806	806	806	484.89300	1256.24000	0.00000	1245.90840	1245.90840	25161	28070
2898	2646	777124156	2331072.468	259724.259	1.12538899	-1	1824.300	1821.640	3323217.85200	142500.15340	0.04111707	182	182	807	807		855.09950	1487.11000	0.00000	436.29555	436.29555	28454	28779
2899	2647	777126040	2331078.120	5.652	1.00000242	-1	1824.300	1821.640	3323217.85200	142500.15340	0.04111707	182		807		807	832.94350	1443.24500	0.00000	49.14292	49.14292	24163	29983
2900	2648	777148206	2331144.618	66.498	1.00002853	-1	1824.310	1821.640	3323236.06840	142481.93700	0.04111181	182		808	808	808	843.99200	1452.93500	0.00000	14.69576	14.69576	28007	28644
2901	2649	787047856	2360843.568	29698.950	1.01274007	-1	1824.340	1821.600	3323217.74400	142500.26140	0.04111710	183	183	809	809		1028.47000	764.50500	0.00000	712.71874	712.71874	10905	19073
2902	2650	787048752	2360846.256	2.688	1.00000114	-1	1824.330	1821.610	3323217.77130	142500.23410	0.04111709	183		809			1026.19500	761.80400	0.00000	3.53143	3.53143	16531	19073
2903	2651	787048981	2360846.943	0.687	1.00000029	-1	1824.340	1821.610	3323235.98740	142482.01800	0.04111183	183		809			1045.24000	768.18650	0.00000	20.08602	17.16934	11797	19195
2904	2652	787048991	2360846.973	0.030	1.00000001	-1	1824.340	1821.610	3323235.98740	142482.01800	0.04111183	183		809			1042.20500	765.84950	0.00000	3.83051	3.83051	19195	19760
2905	2653	787049566	2360848.698	1.725	1.00000073	-1	1824.340	1821.610	3323235.98740	142482.01800	0.04111183	183		809			1032.02000	765.91900	0.00000	10.18524	3.82124	16668	19073
2906	2652	787049788	2360849.364	0.666	1.00000028	1	1824.340	1821.610	3323235.98740	142482.01800	0.04111183	183		809			1066.01500	710.71550	0.00000	64.83121	60.05559	12217	14576
2907	2653	787050889	2360852.667	3.303	1.00000140	-1	1824.340	1821.610	3323235.98740	142482.01800	0.04111183	183		809		809	1069.63500	748.02150	0.00000	37.48122	31.65033	17503	18806
2908	2652	787056539	2360869.617	16.950	1.00000718	1	1824.340	1821.610	3323235.98740	142482.01800	0.04111183	183		810	810		1025.97000	762.00700	0.00000	45.85004	45.85004	16531	19073
2909	2653	787058148	2360874.444	4.827	1.00000204	-1	1824.340	1821.610	3323235.98740	142482.01800	0.04111183	183		810			1053.84000	778.97550	0.00000	32.62923	32.62923	10463	18072
2910	2654	787059284	2360877.852	3.408	1.00000144	-1	1824.340	1821.610	3323235.98740	142482.01800	0.04111183	183		810			1061.34500	774.05650	0.00000	8.97338	8.97338	11786	13824
2911	2655	787059974	2360879.922	2.070	1.00000088	-1	1824.340	1821.610	3323235.98740	142482.01800	0.04111183	183		810			1083.73000	746.19850	0.00000	35.73732	35.73732	13334	17887
2912	2656	787060278	2360880.834	0.912	1.00000039	-1	1824.340	1821.610	3323235.98740	142482.01800	0.04111183	183		810			1083.21000	742.33250	0.00000	3.90081	3.90081	13334	13480
2913	2657	787060848	2360882.544	1.710	1.00000072	-1	1824.340	1821.610	3323235.98740	142482.01800	0.04111183	183		810			1070.61000	733.22700	0.00000	15.54574	15.54574	19034	19639
2914	2658	787063694	2360891.082	8.538	1.00000362	-1	1824.340	1821.610	3323235.98740	142482.01800	0.04111183	183		810		810	1009.08000	696.55450	0.00000	71.62969	71.62969	10835	19992
2915	2659	787067292	2360901.876	10.794	1.00000457	-1	1824.340	1821.610	3323235.98740	142482.01800	0.04111183	183		811	811		963.49600	707.61650	0.00000	46.90702	46.90702	11528	19295
2916	2660	787067959	2360903.877	2.001	1.00000085	-1	1824.330	1821.610	3323217.77130	142500.23410	0.04111709	183		811			968.57450	718.04100	0.00000	11.59575	11.59575	16789	18062
2917	2661	787069099	2360907.297	3.420	1.00000145	-1	1824.340	1821.610	3323235.98740	142482.01800	0.04111183	183		811			1073.98000	811.89200	0.00000	141.13231	141.13231	10008	19624
2918	2662	787069313	2360907.939	0.642	1.00000027	-1	1824.340	1821.620	3323254.23080	142463.77460	0.04110657	183		811			971.98000	736.06600	0.00000	127.09674	18.34388	11514	15713
2919	2663	787069737	2360909.211	1.272	1.00000054	-1	1824.340	1821.620	3323254.23080	142463.77460	0.04110657	183		811			1065.60500	805.72200	0.00000	116.69447	10.40238	17878	19688
2920	2664	787070143	2360910.429	1.218	1.00000052	-1	1824.340	1821.620	3323254.23080	142463.77460	0.04110657	183		811			981.16150	750.17750	0.00000	101.07372	16.83551	10382	19382
2921	2665	787071778	2360915.334	4.905	1.00000208	-1	1824.340	1821.620	3323254.23080	142463.77460	0.04110657	183		811			1050.52000	793.87600	0.00000	81.97658	19.18033	12675	12703
2922	2666	787072711	2360918.133	2.799	1.00000119	-1	1824.330	1821.620	3323236.01460	142481.99080	0.04111182	183		811		811	1042.23500	788.13250	0.00000	10.08112	10.08112	11070	14084
2923	2667	787078960	2360936.880	18.747	1.00000794	-1	1824.330	1821.630	3323254.25790	142463.74750	0.04110656	183		812	812		1071.48500	729.32650	0.00000	65.67883	65.67883	18556	19639
2924	2668	787079316	2360937.948	1.068	1.00000045	-1	1824.330	1821.630	3323254.25790	142463.74750	0.04110656	183		812			1071.94000	739.48500	0.00000	10.16868	10.16868	18806	19034
2925	2669	787080703	2360942.109	4.161	1.00000176	-1	1824.330	1821.630	3323254.25790	142463.74750	0.04110656	183		812			1066.04000	710.78950	0.00000	29.29576	19.32016	12217	14576
2926	2670	787083486	2360950.458	8.349	1.00000354	-1	1824.330	1821.630	3323254.25790	142463.74750	0.04110656	183		812		812	1184.76500	686.32600	0.00000	121.21918	121.21918	17020	19513
2927	2671	787147599	2361142.797	192.339	1.00008147	-1	1824.270	1821.590	3323071.98930	142646.01610	0.04115915	184	184	813	813	813	1017.37000	757.67100	0.00000	181.96482	181.96482	16531	17596
2928	2672	787271708	2361515.124	372.327	1.00015769	-1	1824.230	1821.550	3322926.15650	142791.84890	0.04120123	185	185	814	814	814	1061.52500	764.01400	0.00000	44.60827	44.60827	16140	17480
2929	2673	787405399	2361916.197	401.073	1.00016984	-1	1824.210	1821.510	3322816.75710	142901.24830	0.04123280	186	186	815	815		961.33400	1058.48000	0.00000	311.04415	311.04415	31675	35365
2930	2674	787406237	2361918.711	2.514	1.00000106	-1	1824.210	1821.510	3322816.75710	142901.24830	0.04123280	186		815		815	962.73600	1073.15000	0.00000	14.73684	14.73684	33273	37200
2931	2675	788174336	2364223.008	2304.297	1.00097560	-1	1824.170	1821.510	3322743.89670	142974.10870	0.04125382	187	187	816	816	816	880.95250	431.36700	0.00000	646.97292	646.97292	6125	6181
2932	2676	790323599	2370670.797	6447.789	1.00272723	-1	1824.150	1821.520	3322725.70800	142992.29740	0.04125907	188	188	817	817	817	907.40000	713.50600	0.00000	283.37587	283.37587	8253	9744
2933	2677	793783795	2381051.385	10380.588	1.00437876	-1	1824.140	1821.510	3322689.25140	143028.75400	0.04126959	189	189	818	818	818	867.11850	1461.74000	0.00000	749.31750	749.31750	21114	28675
2934	2678	794173902	2382221.706	1170.321	1.00049151	-1	1824.150	1821.520	3322725.70800	142992.29740	0.04125907	190	190	819	819	819	806.37100	1383.32000	0.00000	99.19655	99.19655	29347	29586
2935	2679	801578361	2404435.083	22213.377	1.00932465	-1	1824.140	1821.510	3322689.25140	143028.75400	0.04126959	191	191	820	820		742.74400	1635.65500	0.00000	260.23326	260.23326	21895	28814
2936	2680	801578748	2404436.244	1.161	1.00000048	-1	1824.140	1821.510	3322689.25140	143028.75400	0.04126959	191		820			747.28950	1632.36000	0.00000	5.61414	5.61414	28814	29694
2937	2681	801579386	2404438.158	1.914	1.00000080	-1	1824.140	1821.510	3322689.25140	143028.75400	0.04126959	191		820			755.12750	1640.80500	0.00000	11.52182	11.52182	25795	29116
2938	2682	801580388	2404441.164	3.006	1.00000125	-1	1824.140	1821.500	3322671.01000	143046.99540	0.04127485	191		820			741.54550	1668.71500	0.00000	31.03931	31.03931	26145	29653
2939	2683	801580744	2404442.232	1.068	1.00000044	-1	1824.140	1821.500	3322671.01000	143046.99540	0.04127485	191		820			743.07500	1682.37500	0.00000	13.74536	13.74536	20079	23405
2940	2684	801581999	2404445.997	3.765	1.00000157	-1	1824.140	1821.500	3322671.01000	143046.99540	0.04127485	191		820			734.82050	1687.27000	0.00000	9.59676	9.59676	20971	25048
2941	2685	801582023	2404446.069	0.072	1.00000003	-1	1824.140	1821.500	3322671.01000	143046.99540	0.04127485	191		820		820	722.63100	1689.31000	0.00000	12.35903	12.35903	20495	26808
2942	2684	801618841	2404556.523	110.454	1.00004594	1	1824.120	1821.450	3322543.37400	143174.63140	0.04131168	192	192	821	821		819.46800	1604.05000	0.00000	129.02198	129.02198	23110	27492
2943	2685	801619517	2404558.551	2.028	1.00000084	-1	1824.130	1821.460	3322579.82980	143138.17560	0.04130116	192		821			785.49900	1597.18500	0.00000	34.65575	34.65575	26589	27584
2944	2686	801619797	2404559.391	0.840	1.00000035	-1	1824.130	1821.460	3322579.82980	143138.17560	0.04130116	192		821		821	794.34350	1607.71000	0.00000	13.74776	13.74776	25272	26183
2945	2687	802353040	2406759.120	2199.729	1.00091482	-1	1824.120	1821.420	3322488.65040	143229.35500	0.04132747	193	193	822	822		973.74850	656.00100	0.00000	968.47105	968.47105	11794	17963
2946	2688	802353918	2406761.754	2.634	1.00000109	-1	1824.120	1821.420	3322488.65040	143229.35500	0.04132747	193		822			966.52100	652.53650	0.00000	8.01496	8.01496	16738	19326
2947	2689	802354244	2406762.732	0.978	1.00000041	-1	1824.120	1821.430	3322506.89160	143211.11380	0.04132221	193		822		822	960.20900	641.25950	0.00000	12.92332	12.92332	11316	19036
2948	2690	802894995	2408384.985	1622.253	1.00067404	-1	1824.070	1821.410	3322379.33870	143338.66670	0.04135901	194	194	823	823	823	1072.02000	597.42650	0.00000	120.09593	120.09593	18191	19825
2949	2691	802927091	2408481.273	96.288	1.00003998	-1	1824.080	1821.420	3322415.79360	143302.21180	0.04134849	195	195	824	824		1039.27000	512.16000	0.00000	91.33969	91.33969	11586	19615
2950	2690	802927707	2408483.121	1.848	1.00000077	1	1824.080	1821.420	3322415.79360	143302.21180	0.04134849	195		824			1031.54500	513.86750	0.00000	7.91146	7.91146	13755	19615
2951	2691	802928165	2408484.495	1.374	1.00000057	-1	1824.080	1821.420	3322415.79360	143302.21180	0.04134849	195		824			1022.80000	514.05200	0.00000	8.74695	8.74695	13755	13948
2952	2692	802929486	2408488.458	3.963	1.00000165	-1	1824.080	1821.420	3322415.79360	143302.21180	0.04134849	195		824			992.25250	531.21950	0.00000	35.04102	35.04102	17057	18780
2953	2693	802929527	2408488.581	0.123	1.00000005	-1	1824.080	1821.420	3322415.79360	143302.21180	0.04134849	195		824			985.52450	541.19600	0.00000	12.03314	12.03314	11993	13586
2954	2694	802930127	2408490.381	1.800	1.00000075	-1	1824.080	1821.420	3322415.79360	143302.21180	0.04134849	195		824			1053.59500	502.21100	0.00000	78.44376	17.44099	11102	17913
2955	2695	802930344	2408491.032	0.651	1.00000027	-1	1824.080	1821.420	3322415.79360	143302.21180	0.04134849	195		824			978.82250	513.74950	0.00000	75.65754	22.03556	19019	19249
2956	2696	802930450	2408491.350	0.318	1.00000013	-1	1824.080	1821.420	3322415.79360	143302.21180	0.04134849	195		824			986.23600	537.38000	0.00000	24.76612	3.88176	10507	13586
2957	2697	802933675	2408501.025	9.675	1.00000402	-1	1824.080	1821.410	3322397.55280	143320.45260	0.04135375	195		824		824	983.49750	519.51300	0.00000	18.07565	7.42116	15617	19019
2958	2698	802996538	2408689.614	188.589	1.00007830	-1	1824.070	1821.420	3322397.57940	143320.42600	0.04135375	196	196	825	825		1124.20000	505.07250	0.00000	141.44158	141.44158	14454	19599
2959	2699	802997899	2408693.697	4.083	1.00000170	-1	1824.070	1821.430	3322415.82010	143302.18530	0.04134848	196		825			1121.80000	490.41050	0.00000	14.85713	14.85713	11458	16317
2960	2700	802998816	2408696.448	2.751	1.00000114	-1	1824.070	1821.430	3322415.82010	143302.18530	0.04134848	196		825			1112.59000	514.41250	0.00000	25.70837	14.90059	11953	17322
2961	2701	802999810	2408699.430	2.982	1.00000124	-1	1824.070	1821.430	3322415.82010	143302.18530	0.04134848	196		825			1109.42000	504.57000	0.00000	10.34039	10.34039	15387	17519
2962	2702	803000094	2408700.282	0.852	1.00000035	-1	1824.070	1821.430	3322415.82010	143302.18530	0.04134848	196		825			1163.80000	506.73600	0.00000	54.42312	45.06131	14531	15905
2963	2701	803001364	2408704.092	3.810	1.00000158	1	1824.070	1821.430	3322415.82010	143302.18530	0.04134848	196		825			1074.18500	517.13900	0.00000	90.21680	37.40969	12944	17926
2964	2700	803003328	2408709.984	5.892	1.00000245	1	1824.070	1821.430	3322415.82010	143302.18530	0.04134848	196		825			1114.79000	488.15500	0.00000	49.88826	49.88826	16317	19050
2965	2701	803006525	2408719.575	9.591	1.00000398	-1	1824.060	1821.420	3322379.36520	143338.64020	0.04135900	196		825			1192.20000	463.21950	0.00000	81.32704	81.32704	12278	18666
2966	2702	803008156	2408724.468	4.893	1.00000203	-1	1824.060	1821.420	3322379.36520	143338.64020	0.04135900	196		825			1199.76500	493.14600	0.00000	30.86786	30.86786	17786	17836
2967	2703	803008627	2408725.881	1.413	1.00000059	-1	1824.060	1821.420	3322379.36520	143338.64020	0.04135900	196		825			1162.27500	462.88650	0.00000	48.17818	29.92685	13913	16944
2968	2704	803009048	2408727.144	1.263	1.00000052	-1	1824.060	1821.420	3322379.36520	143338.64020	0.04135900	196		825		825	1183.06000	465.96100	0.00000	21.01116	9.54230	11856	13803
2969	2705	803028497	2408785.491	58.347	1.00002422	-1	1824.040	1821.410	3322324.69640	143393.30900	0.04137478	196		826	826	826	1113.69000	372.81800	0.00000	116.13705	116.13705	16330	19828
2970	2706	803914714	2411444.142	2658.651	1.00110373	-1	1823.940	1821.370	3322069.59780	143648.40760	0.04144838	197	197	827	827		193.93000	53.73930	0.00000	973.53463	973.53463	147	4550
2971	2707	803915362	2411446.086	1.944	1.00000081	-1	1823.940	1821.370	3322069.59780	143648.40760	0.04144838	197		827			220.19950	14.53202	0.00000	47.19425	47.19425	8564	9476
2972	2708	803916125	2411448.375	2.289	1.00000095	-1	1823.940	1821.370	3322069.59780	143648.40760	0.04144838	197		827			228.63700	11.74578	0.00000	8.88564	8.88564	1464	2457
2973	2709	803918298	2411454.894	6.519	1.00000270	-1	1823.950	1821.370	3322087.81150	143630.19390	0.04144313	197		827			193.37100	73.92435	0.00000	71.48332	65.17067	4237	5396
2974	2710	803918423	2411455.269	0.375	1.00000016	-1	1823.950	1821.370	3322087.81150	143630.19390	0.04144313	197		827			183.26650	80.40085	0.00000	12.00192	12.00192	6376	7957
2975	2711	803919758	2411459.274	4.005	1.00000166	-1	1823.950	1821.370	3322087.81150	143630.19390	0.04144313	197		827			173.97350	82.39885	0.00000	9.50536	9.50536	1610	9635
2976	2712	803920807	2411462.421	3.147	1.00000131	-1	1823.950	1821.370	3322087.81150	143630.19390	0.04144313	197		827		827	193.48700	86.09950	0.00000	19.86131	11.70185	195	2075
2977	2713	807152297	2421156.891	9694.470	1.00402016	-1	1823.930	1821.290	3321905.46970	143812.53570	0.04149574	198	198	828	828		784.96600	252.33250	0.00000	614.39468	614.39468	5383	9646
2978	2714	807153652	2421160.956	4.065	1.00000168	-1	1823.930	1821.290	3321905.46970	143812.53570	0.04149574	198		828		828	776.99450	245.60200	0.00000	10.43285	10.43285	6149	7017
