Swap #	Nswaps (direction corrected)	Timestep	Time	dTime	TimeRatio	Swap direction	X size	Y size	Surface area	-dS	-dS/S0	OLD Subavalanche #	OLD Subavalanche start	Subavalanche #	Subavalanche start	Subavalanche end	Swap bond c.x	Swap bond c.y	Swap bond c.z	Distance to previous swap	Distance to prev assoc swap	Atom1	Atom2
393	389	414774	944.322	1.386	1.00146988	-1	1843.830	1840.460	3393495.36180	72222.64360	0.02083916	2		148	148	148	464.47750	317.40400	0.00000	981.07476	981.07476	2603	5799
394	390	415103	945.309	0.987	1.00104519	-1	1843.820	1840.450	3393458.51900	72259.48640	0.02084979	2		149			670.79900	871.73700	0.00000	591.48427	182.65021	3991	9595
395	391	415265	945.795	0.486	1.00051412	-1	1843.820	1840.450	3393458.51900	72259.48640	0.02084979	2		149			685.54900	881.79800	0.00000	17.85459	17.85459	8010	8284
396	392	415936	947.808	2.013	1.00212837	-1	1843.800	1840.430	3393384.83400	72333.17140	0.02087105	2		149		149	675.33700	898.05000	0.00000	19.19407	19.19407	2315	9707
397	393	416126	948.378	0.570	1.00060139	-1	1843.800	1840.430	3393384.83400	72333.17140	0.02087105	2		152			609.69600	1168.31500	0.00000	278.12212	123.91863	25999	28156
398	394	416168	948.504	0.126	1.00013286	-1	1843.800	1840.430	3393384.83400	72333.17140	0.02087105	2		152			843.97150	1217.81000	0.00000	239.44679	20.78710	22351	29243
399	395	416765	950.295	1.791	1.00188824	-1	1843.780	1840.420	3393329.58760	72388.41780	0.02088699	2		150	150	150	1762.01000	301.13350	0.00000	1297.33978	1297.33978	14315	19243
400	396	418618	955.854	5.559	1.00584976	-1	1843.740	1840.370	3393163.78380	72554.22160	0.02093483	2		151	151	151	1354.69000	1422.65000	0.00000	1193.19271	1193.19271	30982	35335
401	397	419129	957.387	1.533	1.00160380	-1	1843.730	1840.360	3393126.94280	72591.06260	0.02094546	2		152			352.08700	1352.62000	0.00000	1005.04576	316.75026	26340	29093
402	398	419703	959.109	1.722	1.00179865	-1	1843.710	1840.340	3393053.26140	72664.74400	0.02096672	2		152			570.48300	1191.36500	0.00000	271.47742	271.47742	27294	29784
403	399	420086	960.258	1.149	1.00119799	-1	1843.700	1840.330	3393016.42100	72701.58440	0.02097735	2		152			552.15700	1171.87500	0.00000	26.75261	26.75261	21494	22706
404	400	421346	964.038	3.780	1.00393644	-1	1843.680	1840.310	3392942.74080	72775.26460	0.02099861	2		152			341.77500	1361.32500	0.00000	283.11109	13.49498	24574	25732
405	401	422005	966.015	1.977	1.00205075	-1	1843.660	1840.290	3392869.06140	72848.94400	0.02101987	2		153	153		818.49700	382.02900	0.00000	1089.16689	1089.16689	4281	4477
406	402	422254	966.762	0.747	1.00077328	-1	1843.660	1840.290	3392869.06140	72848.94400	0.02101987	2		152			594.83150	1486.71000	0.00000	1127.09643	277.31754	22965	26937
407	403	423535	970.605	3.843	1.00397513	-1	1843.630	1840.260	3392758.54380	72959.46160	0.02105176	2		152		152	721.92150	1607.94500	0.00000	175.64109	175.64109	26706	29274
408	404	423741	971.223	0.618	1.00063672	-1	1843.630	1840.260	3392758.54380	72959.46160	0.02105176	2		153			781.80200	341.91750	0.00000	1267.44282	54.36410	1196	2546
409	405	424208	972.624	1.401	1.00144251	-1	1843.620	1840.250	3392721.70500	72996.30040	0.02106239	2		153			806.92500	410.61450	0.00000	73.14672	30.83897	3862	9414
410	406	424829	974.487	1.863	1.00191544	-1	1843.600	1840.230	3392648.02800	73069.97740	0.02108365	2		153			812.04050	401.09850	0.00000	10.80382	10.80382	622	2849
411	407	425898	977.694	3.207	1.00329096	-1	1843.570	1840.210	3392555.94970	73162.05570	0.02111022	2		153			744.11550	93.26315	0.00000	315.24024	251.49405	3671	9506
412	408	426854	980.562	2.868	1.00293343	-1	1843.560	1840.190	3392500.67640	73217.32900	0.02112616	2		154	154	154	1428.03000	744.05950	0.00000	944.07358	944.07358	11085	19177
413	409	427962	983.886	3.324	1.00338989	-1	1843.530	1840.160	3392390.16480	73327.84060	0.02115805	2		153		153	860.09050	412.69700	0.00000	657.53812	49.43003	3287	5852
414	410	428371	985.113	1.227	1.00124710	-1	1843.520	1840.150	3392353.32800	73364.67740	0.02116868	2		155	155		21.82815	1624.47000	0.00000	1473.45769	1473.45769	28449	29496
415	411	429003	987.009	1.896	1.00192465	-1	1843.510	1840.140	3392316.49140	73401.51400	0.02117931	2		155			223.76900	1808.36000	0.00000	273.12202	273.12202	28519	29814
416	412	429485	988.455	1.446	1.00146503	-1	1843.490	1840.120	3392242.81880	73475.18660	0.02120057	2		155		155	72.53325	1442.35000	0.00000	396.02471	189.04682	25617	29019
417	413	429966	989.898	1.443	1.00145985	-1	1843.480	1840.100	3392187.54800	73530.45740	0.02121651	2		156	156	156	710.45350	814.05300	0.00000	895.37666	895.37666	8562	9705
418	414	432010	996.030	6.132	1.00619458	-1	1843.430	1840.060	3392021.80580	73696.19960	0.02126434	2		157	157	157	1786.75500	815.38550	0.00000	1076.30232	1076.30232	11766	17866
419	415	433302	999.906	3.876	1.00389145	-1	1843.400	1840.040	3391929.73600	73788.26940	0.02129090	2		158	158		709.65750	865.59350	0.00000	1078.26707	1078.26707	6262	8827
420	416	435328	1005.984	6.078	1.00607857	-1	1843.360	1839.990	3391763.96640	73954.03900	0.02133874	2		159	159		273.38100	1210.69000	0.00000	556.26323	556.26323	20393	21149
421	417	435530	1006.590	0.606	1.00060240	-1	1843.350	1839.990	3391745.56650	73972.43890	0.02134404	2		159		159	252.12500	1006.37500	0.00000	205.41771	205.41771	24566	26287
422	418	435796	1007.388	0.798	1.00079278	-1	1843.350	1839.980	3391727.13300	73990.87240	0.02134936	2		158		158	678.21900	1156.53500	0.00000	451.77884	292.63516	23468	26866
423	419	438482	1015.446	8.058	1.00799890	-1	1843.290	1839.910	3391487.70390	74230.30150	0.02141845	2		160	160		194.30800	1607.82500	0.00000	661.68914	661.68914	20500	28231
424	420	439151	1017.453	2.007	1.00197647	-1	1843.270	1839.890	3391414.04030	74303.96510	0.02143970	2		160			185.39950	1624.24500	0.00000	18.68095	18.68095	26515	26629
425	421	441035	1023.105	5.652	1.00555505	-1	1843.230	1839.850	3391266.71550	74451.28990	0.02148221	2		160			188.34500	1620.55000	0.00000	4.72536	4.72536	20031	26629
426	422	444333	1032.999	9.894	1.00967056	-1	1843.160	1839.770	3390990.47320	74727.53220	0.02156192	2		160			250.67850	1551.79000	0.00000	92.80842	92.80842	28986	29451
427	423	445074	1035.222	2.223	1.00215199	-1	1843.150	1839.760	3390953.64400	74764.36140	0.02157255	2		160			260.72700	1543.71000	0.00000	12.89414	12.89414	21803	23944
428	424	445573	1036.719	1.497	1.00144607	-1	1843.140	1839.740	3390898.38360	74819.62180	0.02158849	2		160		160	243.35700	1529.37000	0.00000	22.52449	22.52449	20325	26439
429	425	445867	1037.601	0.882	1.00085076	-1	1843.140	1839.740	3390898.38360	74819.62180	0.02158849	2		161	161	161	1200.21000	1626.80000	0.00000	961.80053	961.80053	34926	35700
430	426	446523	1039.569	1.968	1.00189668	-1	1843.130	1839.720	3390843.12360	74874.88180	0.02160444	2		162	162	162	912.70300	394.41100	0.00000	1265.48130	1265.48130	174	2994
431	427	453145	1059.435	19.866	1.01910984	-1	1842.990	1839.570	3390309.11430	75408.89110	0.02175852	2		163	163	163	356.63100	426.54400	0.00000	556.99964	556.99964	8999	9093
432	428	453638	1060.914	1.479	1.00139603	-1	1842.980	1839.560	3390272.28880	75445.71660	0.02176914	2		164	164		1190.97000	1097.90500	0.00000	1070.90950	1070.90950	31774	39229
433	429	455897	1067.691	6.777	1.00638789	-1	1842.940	1839.510	3390106.55940	75611.44600	0.02181696	2		164		164	942.19150	976.13700	0.00000	276.98048	276.98048	34515	34873
434	430	458263	1074.789	7.098	1.00664799	-1	1842.890	1839.460	3389922.43940	75795.56600	0.02187009	2		165	165	165	702.06550	255.81100	0.00000	759.29575	759.29575	1032	9305
435	431	458796	1076.388	1.599	1.00148773	-1	1842.880	1839.450	3389885.61600	75832.38940	0.02188072	2		166	166	166	482.15600	1243.92000	0.00000	1012.28434	1012.28434	27303	27930
436	432	462170	1086.510	10.122	1.00940367	-1	1842.820	1839.380	3389646.25160	76071.75380	0.02194978	2		167	167		282.46250	1536.28000	0.00000	354.05065	354.05065	27053	28029
437	433	462183	1086.549	0.039	1.00003589	-1	1842.820	1839.380	3389646.25160	76071.75380	0.02194978	2		167			283.47050	1540.08000	0.00000	3.93142	3.93142	25662	27053
438	434	463444	1090.332	3.783	1.00348167	-1	1842.790	1839.360	3389554.21440	76163.79100	0.02197634	2		167		167	297.85800	1549.35000	0.00000	17.11529	17.11529	26327	27472
439	435	465763	1097.289	6.957	1.00638063	-1	1842.750	1839.310	3389388.50250	76329.50290	0.02202415	2		168	168	168	814.03200	1513.88000	0.00000	517.39126	517.39126	23861	24230
440	436	467123	1101.369	4.080	1.00371825	-1	1842.720	1839.280	3389278.04160	76439.96380	0.02205603	2		169	169	169	245.08200	1070.37000	0.00000	721.39117	721.39117	24998	27832
441	437	467905	1103.715	2.346	1.00213008	-1	1842.710	1839.270	3389241.22170	76476.78370	0.02206665	2		170	170		1674.42000	808.33750	0.00000	1453.15799	1453.15799	15197	19268
442	438	469168	1107.504	3.789	1.00343295	-1	1842.690	1839.240	3389149.15560	76568.84980	0.02209321	2		170			1686.06000	782.77550	0.00000	28.08746	28.08746	10153	14013
443	439	470244	1110.732	3.228	1.00291466	-1	1842.670	1839.220	3389075.51740	76642.48800	0.02211446	2		170			1668.61500	855.05250	0.00000	74.35249	47.07430	17076	17561
444	440	470464	1111.392	0.660	1.00059420	-1	1842.670	1839.220	3389075.51740	76642.48800	0.02211446	2		170		170	1700.64500	771.73000	0.00000	89.26679	18.29550	10661	17199
445	441	472490	1117.470	6.078	1.00546882	-1	1842.630	1839.180	3388928.24340	76789.76200	0.02215696	2		171	171	171	785.61250	350.24850	0.00000	1007.43790	1007.43790	1896	2806
446	442	478339	1135.017	17.547	1.01570243	-1	1842.510	1839.050	3388468.01550	77249.98990	0.02228975	2		173	173		465.57350	289.30150	0.00000	325.79057	325.79057	5333	7925
447	443	478531	1135.593	0.576	1.00050748	-1	1842.510	1839.050	3388468.01550	77249.98990	0.02228975	2		172	172		1201.49500	377.45050	0.00000	741.18196	741.18196	14639	16372
448	444	479020	1137.060	1.467	1.00129184	-1	1842.490	1839.040	3388412.80960	77305.19580	0.02230568	2		172		172	1164.96000	390.06050	0.00000	38.64995	38.64995	13257	18829
449	445	480378	1141.134	4.074	1.00358292	-1	1842.470	1839.020	3388339.17940	77378.82600	0.02232693	2		173		173	324.62550	5.27869	0.00000	924.23975	317.07301	4256	5250
450	446	482409	1147.227	6.093	1.00533943	-1	1842.430	1838.980	3388191.92140	77526.08400	0.02236941	2		174	174		891.52150	1314.98500	0.00000	1427.13058	1427.13058	25798	27373
451	447	482534	1147.602	0.375	1.00032688	-1	1842.430	1838.980	3388191.92140	77526.08400	0.02236941	2		174		174	1006.02500	1105.30500	0.00000	238.90742	238.90742	30462	39609
452	448	484416	1153.248	5.646	1.00491982	-1	1842.400	1838.950	3388081.48000	77636.52540	0.02240128	2		175	175	175	15.21830	1776.02000	0.00000	1196.47671	1196.47671	21753	28446
453	449	487149	1161.447	8.199	1.00710949	-1	1842.350	1838.900	3387897.41500	77820.59040	0.02245439	2		176	176	176	1646.27000	520.83850	0.00000	2058.10841	2058.10841	11579	17663
454	450	488726	1166.178	4.731	1.00407337	-1	1842.330	1838.870	3387805.36710	77912.63830	0.02248095	2		177	177	177	655.45500	29.79935	0.00000	1105.81816	1105.81816	4258	7283
455	451	489382	1168.146	1.968	1.00168756	-1	1842.320	1838.850	3387750.13200	77967.87340	0.02249689	2		178	178		581.48550	1193.94500	0.00000	1166.49328	1166.49328	24208	26438
456	452	490458	1171.374	3.228	1.00276335	-1	1842.290	1838.830	3387658.12070	78059.88470	0.02252344	2		178		178	590.24200	1190.78000	0.00000	9.31094	9.31094	24067	28228
457	453	494440	1183.320	11.946	1.01019828	-1	1842.220	1838.760	3387400.44720	78317.55820	0.02259779	2		179	179	179	1500.08500	768.68100	0.00000	1002.98647	1002.98647	11926	16454
458	454	494616	1183.848	0.528	1.00044620	-1	1842.220	1838.760	3387400.44720	78317.55820	0.02259779	2		182	182		637.38500	281.96850	0.00000	990.52529	990.52529	5761	9123
459	455	495224	1185.672	1.824	1.00154074	-1	1842.200	1838.750	3387345.25000	78372.75540	0.02261371	2		182			483.66750	323.47700	0.00000	159.22319	159.22319	7303	7930
460	456	496563	1189.689	4.017	1.00338795	-1	1842.190	1838.720	3387271.59680	78446.40860	0.02263497	2		180	180	180	367.27350	1704.95500	0.00000	1386.37262	1386.37262	27109	29920
461	457	497312	1191.936	2.247	1.00188873	-1	1842.180	1838.700	3387216.36600	78501.63940	0.02265090	2		182			498.98000	357.59550	0.00000	1353.78145	37.39712	1910	4218
462	458	497452	1192.356	0.420	1.00035237	-1	1842.170	1838.700	3387197.97900	78520.02640	0.02265621	2		181	181		1703.75000	1127.61000	0.00000	1429.82275	1429.82275	34564	37183
463	459	497571	1192.713	0.357	1.00029941	-1	1842.170	1838.700	3387197.97900	78520.02640	0.02265621	2		182			500.30050	346.86850	0.00000	1434.52012	10.80797	5161	9039
464	460	498181	1194.543	1.830	1.00153432	-1	1842.160	1838.690	3387161.17040	78556.83500	0.02266683	2		182			421.53400	453.16750	0.00000	132.30132	123.01175	2629	5811
465	461	498525	1195.575	1.032	1.00086393	-1	1842.150	1838.680	3387124.36200	78593.64340	0.02267745	2		181			1703.53500	1106.95500	0.00000	1439.08466	20.65612	39433	39990
466	462	500004	1200.012	4.437	1.00371118	-1	1842.130	1838.650	3387032.32450	78685.68090	0.02270401	2		181			1725.69000	1100.63500	0.00000	23.03880	23.03880	39468	39500
467	463	500267	1200.801	0.789	1.00065749	-1	1842.120	1838.650	3387013.93800	78704.06740	0.02270931	2		182			420.11250	495.39000	0.00000	1439.04625	42.24642	1390	9747
468	464	500277	1200.831	0.030	1.00002498	-1	1842.120	1838.650	3387013.93800	78704.06740	0.02270931	2		181			1449.03000	1121.22000	0.00000	1204.29831	254.80014	36064	39612
469	465	500913	1202.739	1.908	1.00158890	-1	1842.110	1838.630	3386958.70930	78759.29610	0.02272525	2		182			484.49500	424.07400	0.00000	1190.10097	69.35791	5072	6403
470	466	501325	1203.975	1.236	1.00102765	-1	1842.100	1838.630	3386940.32300	78777.68240	0.02273055	2		182			417.02450	484.71700	0.00000	90.71848	11.11075	9010	9770
471	467	502304	1206.912	2.937	1.00243942	-1	1842.080	1838.610	3386866.70880	78851.29660	0.02275179	2		182			321.07150	471.60450	0.00000	96.84480	96.84480	1051	8581
472	468	502504	1207.512	0.600	1.00049714	-1	1842.080	1838.600	3386848.28800	78869.71740	0.02275711	2		181		181	1429.50500	1126.62500	0.00000	1287.50793	20.25931	34677	37922
473	469	503100	1209.300	1.788	1.00148073	-1	1842.070	1838.590	3386811.48130	78906.52410	0.02276773	2		182			291.28100	448.35900	0.00000	1324.99005	37.78660	7085	8868
474	470	505050	1215.150	5.850	1.00483751	-1	1842.030	1838.560	3386682.67680	79035.32860	0.02280489	2		182			407.99750	440.06900	0.00000	117.01054	92.46955	80	8005
475	471	505322	1215.966	0.816	1.00067152	-1	1842.030	1838.560	3386682.67680	79035.32860	0.02280489	2		182		182	486.06650	461.62650	0.00000	80.99071	80.99071	396	9881
476	472	507268	1221.804	5.838	1.00480112	-1	1842.000	1838.520	3386553.84000	79164.16540	0.02284207	2		183	183		1708.71000	1080.77500	0.00000	1370.47510	1370.47510	31319	34775
477	473	507288	1221.864	0.060	1.00004911	-1	1842.000	1838.520	3386553.84000	79164.16540	0.02284207	2		184	184		1010.60000	941.19550	0.00000	711.92697	711.92697	30958	34640
478	474	508913	1226.739	4.875	1.00398981	-1	1841.970	1838.500	3386461.84500	79256.16040	0.02286861	2		183			1689.97500	1075.26000	0.00000	692.47648	19.52986	31806	34711
479	475	509099	1227.297	0.558	1.00045486	-1	1841.970	1838.490	3386443.42530	79274.58010	0.02287393	2		183			1518.00000	947.50800	0.00000	214.23346	214.23346	38959	39454
480	476	509621	1228.863	1.566	1.00127597	-1	1841.960	1838.480	3386406.62080	79311.38460	0.02288455	2		184		184	985.57150	586.71950	0.00000	643.15507	355.35850	16073	18450
481	477	509752	1229.256	0.393	1.00031981	-1	1841.960	1838.480	3386406.62080	79311.38460	0.02288455	2		183			1695.56000	1081.42500	0.00000	865.34225	8.31862	30095	33578
482	478	509765	1229.295	0.039	1.00003173	-1	1841.960	1838.480	3386406.62080	79311.38460	0.02288455	2		183		183	1695.79000	1093.71000	0.00000	12.28715	12.28715	32541	33958
483	479	515177	1245.531	16.236	1.01320757	-1	1841.840	1838.400	3386038.65600	79679.34940	0.02299072	2		185	185		553.60150	1260.19000	0.00000	1154.25741	1154.25741	26163	27993
484	480	515231	1245.693	0.162	1.00013007	-1	1841.840	1838.400	3386038.65600	79679.34940	0.02299072	2		187	187		801.18250	862.35300	0.00000	468.58364	468.58364	3283	4547
485	481	516317	1248.951	3.258	1.00261541	-1	1841.830	1838.380	3385983.43540	79734.57000	0.02300665	2		185			550.88100	1279.64500	0.00000	486.60400	19.64429	23386	28813
486	482	516471	1249.413	0.462	1.00036991	-1	1841.820	1838.380	3385965.05160	79752.95380	0.02301196	2		185		185	548.52100	1267.71500	0.00000	12.16119	9.07949	27069	29918
487	483	516866	1250.598	1.185	1.00094845	-1	1841.820	1838.370	3385946.63340	79771.37200	0.02301727	2		187			790.35950	869.25550	0.00000	466.10710	12.83674	3104	8042
488	484	517291	1251.873	1.275	1.00101951	-1	1841.810	1838.360	3385909.83160	79808.17380	0.02302789	2		186	186	186	1148.91500	1682.01000	0.00000	888.33098	888.33098	30172	34183
489	485	517466	1252.398	0.525	1.00041937	-1	1841.800	1838.360	3385891.44800	79826.55740	0.02303319	2		187		187	817.68950	864.39700	0.00000	882.15721	16.63307	5358	9201
490	486	520740	1262.220	9.822	1.00784255	-1	1841.750	1838.310	3385707.44250	80010.56290	0.02308629	2		188	188	188	1141.62500	1671.47000	0.00000	869.65570	869.65570	30257	36881
491	487	523130	1269.390	7.170	1.00568047	-1	1841.710	1838.260	3385541.82460	80176.18080	0.02313408	2		189	189	189	1709.67500	445.06850	0.00000	1351.56999	1351.56999	12847	19630
492	488	528830	1286.490	17.100	1.01347104	-1	1841.620	1838.170	3385210.63540	80507.37000	0.02322964	2		190	190		1710.04500	439.82200	0.00000	5.25953	5.25953	16913	19630
493	487	529481	1288.443	1.953	1.00151808	1	1841.610	1838.160	3385173.83760	80544.16780	0.02324025	2		190		190	1703.02500	445.56500	0.00000	9.06986	9.06986	19630	19631
494	488	531859	1295.577	7.134	1.00553692	-1	1841.560	1838.110	3384989.85160	80728.15380	0.02329334	2		191	191		1137.02000	1820.58500	0.00000	1486.95718	1486.95718	35325	36402
495	489	533466	1300.398	4.821	1.00372112	-1	1841.540	1838.080	3384897.84320	80820.16220	0.02331989	2		191		191	1134.08500	1805.96000	0.00000	14.91660	14.91660	32003	38552
496	490	536401	1309.203	8.805	1.00677100	-1	1841.500	1838.030	3384732.24500	80985.76040	0.02336767	2		197	197		141.57700	1444.34000	0.00000	1056.33383	1056.33383	24512	27166
497	491	536794	1310.382	1.179	1.00090055	-1	1841.490	1838.030	3384713.86470	81004.14070	0.02337298	2		192	192	192	664.65050	1084.27500	0.00000	635.02180	635.02180	26583	27228
498	492	537369	1312.107	1.725	1.00131641	-1	1841.490	1838.020	3384695.44980	81022.55560	0.02337829	2		193	193	193	165.14750	226.66700	0.00000	992.46901	992.46901	4838	7497
499	493	538160	1314.480	2.373	1.00180854	-1	1841.480	1838.010	3384658.65480	81059.35060	0.02338891	2		194	194	194	130.82350	1001.90000	0.00000	775.99249	775.99249	27415	28089
500	494	538685	1316.055	1.575	1.00119819	-1	1841.470	1838.000	3384621.86000	81096.14540	0.02339952	2		197			353.10250	1675.27500	0.00000	709.11342	313.16770	23000	28708
501	495	538865	1316.595	0.540	1.00041032	-1	1841.470	1837.990	3384603.44530	81114.56010	0.02340484	2		197			164.02700	1467.08500	0.00000	281.23410	31.95837	22054	24416
502	496	540713	1322.139	5.544	1.00421086	-1	1841.440	1837.970	3384511.47680	81206.52860	0.02343137	2		195	195	195	622.00050	1096.34500	0.00000	589.22651	589.22651	24326	28058
503	497	541754	1325.262	3.123	1.00236208	-1	1841.420	1837.950	3384437.88900	81280.11640	0.02345261	2		197			196.58050	1324.56000	0.00000	482.76730	146.19544	24713	27662
504	498	542653	1327.959	2.697	1.00203507	-1	1841.410	1837.940	3384401.09540	81316.91000	0.02346322	2		196	196	196	1176.25500	1598.09000	0.00000	1017.14344	1017.14344	35900	38923
505	499	543059	1329.177	1.218	1.00091720	-1	1841.400	1837.930	3384364.30200	81353.70340	0.02347384	2		197			184.00350	1322.94000	0.00000	1029.69440	12.68090	21787	28532
506	500	543375	1330.125	0.948	1.00071322	-1	1841.400	1837.930	3384364.30200	81353.70340	0.02347384	2		197			174.26950	1317.20000	0.00000	11.30037	11.30037	27056	29406
507	501	543948	1331.844	1.719	1.00129236	-1	1841.390	1837.910	3384309.09490	81408.91050	0.02348977	2		197			233.18000	1291.91500	0.00000	64.10755	49.04304	25102	27052
508	502	544910	1334.730	2.886	1.00216692	-1	1841.370	1837.900	3384253.92300	81464.08240	0.02350569	2		197			188.02800	1360.57500	0.00000	82.17602	37.01656	22529	22825
509	503	545939	1337.817	3.087	1.00231283	-1	1841.350	1837.880	3384180.33800	81537.66740	0.02352692	2		197			200.68150	1363.74500	0.00000	13.04454	13.04454	20761	28909
510	504	546252	1338.756	0.939	1.00070189	-1	1841.350	1837.880	3384180.33800	81537.66740	0.02352692	2		197			202.38000	1376.04500	0.00000	12.41672	12.41672	22791	25855
511	505	546323	1338.969	0.213	1.00015910	-1	1841.350	1837.880	3384180.33800	81537.66740	0.02352692	2		197		197	172.73800	1345.63500	0.00000	42.46665	21.37727	20804	21207
512	506	547231	1341.693	2.724	1.00203440	-1	1841.330	1837.860	3384106.75380	81611.25160	0.02354815	2		198	198	198	1085.19000	1578.81500	0.00000	941.77575	941.77575	32612	36868
513	507	549000	1347.000	5.307	1.00395545	-1	1841.300	1837.830	3383996.37900	81721.62640	0.02358000	2		202	202		518.15450	816.07950	0.00000	950.41817	950.41817	6798	7796
514	508	549648	1348.944	1.944	1.00144321	-1	1841.300	1837.820	3383977.96600	81740.03940	0.02358531	2		199	199	199	983.97500	623.56300	0.00000	504.03506	504.03506	16787	17369
515	509	551134	1353.402	4.458	1.00330481	-1	1841.270	1837.800	3383886.00600	81831.99940	0.02361185	2		200	200	200	1494.09500	421.26850	0.00000	548.76724	548.76724	16210	18219
516	510	552046	1356.138	2.736	1.00202157	-1	1841.260	1837.780	3383830.80280	81887.20260	0.02362777	2		202			540.65900	804.56400	0.00000	1027.59703	25.27962	4636	7014
517	511	552423	1357.269	1.131	1.00083399	-1	1841.250	1837.780	3383812.42500	81905.58040	0.02363308	2		202			677.77150	651.68350	0.00000	205.35892	205.35892	702	8370
518	512	552774	1358.322	1.053	1.00077582	-1	1841.250	1837.770	3383794.01250	81923.99290	0.02363839	2		201	201	201	985.61200	23.21830	0.00000	699.81018	699.81018	16961	19709
519	513	554689	1364.067	5.745	1.00422948	-1	1841.230	1837.740	3383702.02020	82015.98520	0.02366493	2		202		202	404.47150	857.34800	0.00000	1016.61037	146.05884	1101	8965
520	514	556206	1368.618	4.551	1.00333635	-1	1841.200	1837.710	3383591.65200	82126.35340	0.02369678	2		203	203		957.58500	19.28490	0.00000	1004.13361	1004.13361	16289	18477
521	515	556462	1369.386	0.768	1.00056115	-1	1841.200	1837.710	3383591.65200	82126.35340	0.02369678	2		204	204		334.64850	312.46700	0.00000	688.48067	688.48067	3531	9328
522	516	557108	1371.324	1.938	1.00141523	-1	1841.190	1837.700	3383554.86300	82163.14240	0.02370739	2		205	205	205	1017.52500	929.27150	0.00000	920.20004	920.20004	34975	37534
523	517	557573	1372.719	1.395	1.00101727	-1	1841.180	1837.690	3383518.07420	82199.93120	0.02371801	2		204			342.23750	324.19400	0.00000	906.71494	13.96837	408	5513
524	518	558421	1375.263	2.544	1.00185326	-1	1841.170	1837.680	3383481.28560	82236.71980	0.02372862	2		204		204	318.66500	328.39250	0.00000	23.94348	22.56311	28	8678
525	519	558979	1376.937	1.674	1.00121722	-1	1841.160	1837.670	3383444.49720	82273.50820	0.02373924	2		203			967.13450	7.01017	0.00000	723.73980	15.55192	13534	13672
526	520	559475	1378.425	1.488	1.00108066	-1	1841.150	1837.660	3383407.70900	82310.29640	0.02374985	2		203		203	1000.50000	230.07600	0.00000	225.54739	215.11528	13363	13640
527	521	566873	1400.619	22.194	1.01610098	-1	1841.060	1837.560	3383058.21360	82659.79180	0.02385070	3	3	206	206		50.54930	144.39100	0.00000	953.80724	953.80724	1675	5365
528	522	566923	1400.769	0.150	1.00010710	-1	1841.060	1837.560	3383058.21360	82659.79180	0.02385070	3		207	207	207	1125.52000	1767.91500	0.00000	1947.14976	1947.14976	35388	38466
529	523	567600	1402.800	2.031	1.00144992	-1	1841.050	1837.540	3383003.01700	82714.98840	0.02386662	3		208	208	208	774.60750	191.89450	0.00000	1614.61457	1614.61457	1636	9990
530	524	568191	1404.573	1.773	1.00126390	-1	1841.040	1837.530	3382966.23120	82751.77420	0.02387724	3		206		206	182.60750	160.29350	0.00000	592.84283	133.01225	3144	7108
531	525	568908	1406.724	2.151	1.00153143	-1	1841.030	1837.520	3382929.44560	82788.55980	0.02388785	3		209	209	209	263.19850	1460.33000	0.00000	1302.53208	1302.53208	25442	25479
532	526	574929	1424.787	18.063	1.01284047	-1	1840.950	1837.440	3382635.16800	83082.83740	0.02397276	3		212	212		351.18650	804.20900	0.00000	661.99445	661.99445	4569	6020
533	527	576654	1429.962	5.175	1.00363212	-1	1840.930	1837.420	3382561.60060	83156.40480	0.02399399	3		210	210	210	912.73500	960.40200	0.00000	582.86617	582.86617	22443	29802
534	528	576909	1430.727	0.765	1.00053498	-1	1840.920	1837.420	3382543.22640	83174.77900	0.02399929	3		211	211	211	203.86450	179.31900	0.00000	1054.79289	1054.79289	769	6369
535	529	576921	1430.763	0.036	1.00002516	-1	1840.920	1837.420	3382543.22640	83174.77900	0.02399929	3		212			342.93050	775.51700	0.00000	612.20210	29.85620	4305	9851
536	530	579030	1437.090	6.327	1.00442212	-1	1840.900	1837.390	3382451.25100	83266.75440	0.02402583	3		212		212	364.41350	869.21750	0.00000	96.13170	96.13170	1088	7310
537	531	581486	1444.458	7.368	1.00512703	-1	1840.870	1837.360	3382340.90320	83377.10220	0.02405767	3		213	213		965.94800	612.22550	0.00000	654.13198	654.13198	14010	17464
538	532	583165	1449.495	5.037	1.00348712	-1	1840.850	1837.340	3382267.33900	83450.66640	0.02407890	3		213		213	940.93400	633.23050	0.00000	32.66359	32.66359	14856	15236
539	533	587489	1462.467	12.972	1.00894932	-1	1840.790	1837.290	3382065.05910	83652.94630	0.02413726	3		214	214	214	943.20650	740.41850	0.00000	107.21209	107.21209	10410	19571
540	534	590810	1472.430	9.963	1.00681246	-1	1840.740	1837.230	3381862.75020	83855.25520	0.02419564	3		215	215		490.69000	472.95700	0.00000	525.64897	525.64897	3300	7317
541	535	591042	1473.126	0.696	1.00047269	-1	1840.740	1837.230	3381862.75020	83855.25520	0.02419564	3		219	219		1000.84900	314.76550	0.00000	534.12242	534.12242	11738	18850
542	536	591975	1475.925	2.799	1.00190004	-1	1840.720	1837.220	3381807.59840	83910.40700	0.02421155	3		217	217		72.35280	1306.64500	0.00000	1358.65012	1358.65012	25521	25874
